LONGITUDE,LATITUDE,Painted,SIGNNAME,BOROUGH,FountainCo,TYPE,DESCRIPTION,FEATURESTA
-73.94127356,40.8259921,no,Jackie Robinson Park,M,1,C, Under Tree In Playground,Active
-73.92824602,40.70019813,yes,Fermi Playground,B,1,C, In Playground Under Tree In Shade,Active
-73.96394456,40.66356789,no,Prospect Park,B,1,B, Out in Open,Active
-73.91744055,40.77134057,no,Hoyt Playground,Q,1,C, In Playground Near Ballfield,Active
-73.80537431,40.58876674,no,Beach Channel Playground,Q,1,C, In Playground,Active
-73.89041139,40.8378968,yes,Crotona Park,X,1,A, Out in Open,Active
-73.89870519,40.83810031,yes,Crotona Park,X,1,C, Out in Open Near Ballfield In Shade,Active
-73.88221585,40.74200153,,Moore Homestead Playground,Q,1,D, Under Tree Out in Open,Active
-73.76972776,40.77424875,no,John Golden Park,Q,1,A, Near Ballfield,Active
-73.87021901,40.8510822,,Bronx Park,X,1,D, Under Tree,Active
-73.85783783,40.7004523,no,Forest Park,Q,1,A, Out in Open,Active
-74.06731489,40.58815718,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Near Ballfield,Active
-74.01956157,40.65335933,yes,Bush Terminal Park,B,1,E,Wheelchair Near Ballfield,Active
-73.96870626,40.77942693,yes,Central Park,M,1,E,Wheelchair Under Tree In Shade,Active
-73.97876148,40.65425923,yes,Thomas J. Cuite Park,B,1,D, In Playground,Active
-73.94150143,40.58356054,no,Tucker Place,B,1,D, Out in Open,Active
-73.91628136,40.79472129,no,Randall's Island Park,M,1,P,edestal Out in Open Near Ballfield,Active
-73.9808432,40.72643542,yes,Tompkins Square Park,M,1,B, Near Ballfield Just Outside Playground,Active
-74.00171028,40.69289836,,Brooklyn Bridge Park,B,1,B,ottle Filler Fountain Out in Open,Active
-73.99111489,40.69850023,yes,Cadman Plaza Park,B,1,E,Wheelchair Under Tree Out in Open,Active
-73.80774251,40.77055805,no,Bowne Park,Q,1,C, Under Tree In Shade,Active
-73.92004151,40.87452978,no,Inwood Hill Park,M,1,B, Near Ballfield,Active
-73.93553504,40.82481148,yes,Frederick Johnson Playground,M,1,E,Wheelchair In Shade Under Tree Near Ballfield,Active
-73.83756875,40.81050645,no,Ferry Point Park,X,1,A, Out in Open Near Ballfield,Active
-73.74232042,40.68883307,no,Cambria Playground,Q,1,A, In Playground,Active
-73.86071457,40.73375589,no,Horace Harding Playground,Q,1,A, Out in Open,Active
-73.96675705,40.77380009,yes,Central Park,M,1,E,Wheelchair Under Tree In Shade,Active
-73.94566822,40.79182308,yes,White Park,M,1,F, In Playground Near Ballfield,Active
-73.95786912,40.79026903,yes,Central Park,M,1,E,Wheelchair Near Ballfield Under Tree In Shade,Active
-73.90439869,40.67820347,yes,Callahan-Kelly Playground,B,1,A, Under Tree Out in Open In Shade,Active
-73.95623946,40.70901154,yes,Rodney Park North,B,1,A, Under Tree In Playground,Active
-73.90209473,40.73820026,no,Nathan Weidenbaum Park,Q,1,C, Under Tree In Playground,Active
-73.77972999,40.69303349,no,St. Albans Park,Q,1,C, Out in Open,Active
-74.0775928,40.57808347,no,Franklin D. Roosevelt Boardwalk and Beach,R,1,E,Wheelchair Dog Out in Open,Active
-73.93387431,40.84214988,no,Highbridge Park,M,1,D, Out in Open,Active
-73.97367596,40.66111423,yes,Prospect Park,B,2,E,High Low Out in Open Near Ballfield,Active
-73.94192648,40.67899445,yes,St. Andrew's Playground,B,1,A, Under Tree In Playground,Active
-73.89505309,40.86425548,yes,Poe Park,X,1,C, Out in Open,Active
-73.83323814,40.75097264,yes,Flushing Meadows Corona Park,Q,1,C, Near Ballfield,Active
-73.78802466,40.66899184,yes,Baisley Pond Park,Q,1,D, In Playground,Active
-73.98861625,40.78067032,yes,Riverside Park South,M,1,D, Out in Open,Active
-73.97595762,40.76759725,no,Central Park,M,1,B, Out in Open,Active
-73.90167507,40.65676092,no,Brownsville Playground,B,1,C, Under Tree In Shade Just Outside Playground,Active
-73.96564175,40.67676096,yes,Underhill Playground,B,1,C, In Playground,Active
-73.75773069,40.69965078,no,Daniel M. O'Connell Playground,Q,1,D, In Playground,Active
-73.97453802,40.79687982,no,Riverside Park,M,1,B, Under Tree,Active
-73.93822064,40.84163785,yes,Audubon Playground,M,1,A, Out in Open,Active
-73.97745222,40.71161416,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Near Ballfield,Active
-73.87150929,40.86044727,yes,Bronx Park,X,1,A, Under Tree,Active
-74.09141079,40.56744467,,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Out in Open,Active
-73.84784203,40.72633924,,Yellowstone Park,Q,1,A, Under Tree,Active
-73.9981916,40.73076332,yes,Washington Square Park,M,1,E,Wheelchair Out in Open,Active
-73.99010137,40.76328009,no,Gutenberg Playground,M,1,C, In Playground Under Tree In Shade,Active
-73.85121337,40.79188928,no,Macneil Park,Q,1,A, Near Ballfield,Active
-74.00751389,40.70320967,no,East River Waterfront Esplanade,M,1,O,ther In Shade,Active
-73.95252343,40.82038582,yes,Jacob H. Schiff Playground,M,1,A, Near Ballfield Just Outside Playground,Active
-74.01469856,40.61026176,no,Dyker Beach Park,B,1,A, Near Ballfield,Active
-74.00453712,40.64757233,yes,Sunset Park,B,2,E,Wheelchair Child In Playground Out in Open,Active
-73.92152574,40.74712675,no,Torsney Playground,Q,1,A, Out in Open,Active
-73.77363102,40.72904529,no,Cunningham Park,Q,1,C, Out in Open Near Ballfield,Active
-73.84809521,40.6714701,no,Tudor Park,Q,1,C, Out in Open,Active
-73.93154024,40.78601957,,Wards Island Park,M,1,P,edestal Near Ballfield,Active
-73.9953415,40.70094088,,Squibb Park,B,1,C, Out in Open,Active
-73.90211185,40.66396446,yes,Livonia Park,B,1,A, Under Tree In Shade,Active
-73.93312097,40.75751202,no,Dutch Kills Playground,Q,1,A, Under Tree Out in Open,Active
-73.91668624,40.80426533,no,Millbrook Playground,X,2,E,Wheelchair Child Out in Open In Playground,Active
-73.78406401,40.67544137,no,Baisley Pond Park,Q,1,C, Out in Open,Active
-73.81293503,40.69931466,no,Howard Von Dohlen Playground,Q,1,D, In Playground,Active
-73.95339503,40.8260016,yes,Riverside Park,M,1,E,Wheelchair Dog Out in Open Just Outside Playground,Active
-73.7697642,40.68654608,no,Roy Wilkins Recreation Center,Q,1,A, Under Tree,Active
-73.91302837,40.69613061,yes,Bushwick Playground,B,1,A, Out in Open Near Ballfield,Active
-73.99042923,40.68462908,,Boerum Park,B,1,D, In Playground,Active
-73.79441369,40.86587071,no,Pelham Bay Park,X,1,C, Out in Open,Active
-73.86009273,40.72074165,yes,The Painter's Playground,Q,1,A, Out in Open Just Outside Playground,Active
-73.88592525,40.81422572,no,Hunts Point Playground,X,1,O,ther In Shade,Active
-74.1044213,40.61645962,no,Clove Lakes Park,R,1,C, Out in Open,Active
-74.01814086,40.70789775,yes,Battery Park City,M,1,O,ther Out in Open,Active
-74.01514444,40.70204199,yes,The Battery,M,1,E,Wheelchair Under Tree,Active
-73.97827777,40.57631328,yes,Luna Park,B,1,A, Near Ballfield Out in Open,Active
-73.77489894,40.67421174,no,Rochdale Park,Q,2,E,Wheelchair Child In Playground,Active
-73.8442975,40.74555141,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.92593784,40.68767016,no,P.O. Reinaldo Salgado Playground,B,1,D, Near Ballfield,Active
-74.03898703,40.63257454,no,Shore Park and Parkway,B,1,A, Near Ballfield,Active
-73.97439795,40.71968568,no,John V. Lindsay East River Park,M,1,C, Near Ballfield,Active
-73.95799116,40.69162725,yes,Star Spangled Playground,B,1,E,Wheelchair Under Tree,Active
-73.90728171,40.85615821,no,Grand Playground,X,1,F, Out in Open In Playground,Active
-73.98441249,40.6238173,no,Gravesend Park,B,1,C, Out in Open In Playground,Active
-74.00116937,40.59775144,yes,Bensonhurst Park,B,1,A, Near Ballfield Out in Open,Active
-73.85063917,40.66464943,no,Harold Schneiderman Playground,Q,1,C, In Playground,Active
-73.97385857,40.66077246,yes,Prospect Park,B,2,E,High Low Out in Open Near Ballfield,Active
-73.93542909,40.67439662,yes,St. John's Recreation Center,B,1,A, Out in Open Near Ballfield,Active
-73.83594912,40.57778749,no,Rockaway Beach,Q,1,T,rough Out in Open,Active
-73.94981937,40.76894503,yes,John Jay Park,M,1,A, Out in Open,Active
-73.94119852,40.61998303,yes,Fraser Square,B,1,E,Wheelchair Out in Open,Active
-73.94636617,40.57593822,yes,Manhattan Beach Park,B,1,E,Wheelchair Out in Open,Active
-73.91908515,40.62594245,yes,Jacob Joffe Fields,B,1,A, Out in Open Near Ballfield,Active
-74.00216345,40.64759343,yes,Sunset Park,B,2,E,Wheelchair Child In Playground,Active
-73.82137593,40.71197987,yes,Hoover - Manton Playgrounds,Q,1,A, In Playground,Active
-73.84193911,40.7464955,no,Flushing Meadows Corona Park,Q,1,C, Out in Open,Active
-73.75774153,40.71327233,no,Haggerty Park,Q,1,D, Near Ballfield,Active
-73.92503785,40.80777968,no,Lozada Playground,X,1,C,S Metal In Playground,Active
-73.95775137,40.75934225,yes,Andrew Haswell Green Park,M,1,F, Out in Open,Active
-73.97186762,40.65223245,no,Prospect Park,B,1,E,Wheelchair Out in Open,Active
-73.97615204,40.5734508,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.90206339,40.71883687,no,Reiff Playground,Q,1,C, In Shade Just Outside Playground,Active
-74.0767707,40.62675053,yes,Tappen Park,R,2,E,Wheelchair Child Out in Open,Active
-73.9548677,40.81048158,yes,Playground One Twenty Five CXXV,M,1,A, Near Ballfield,Active
-73.99025622,40.58778721,no,Calvert Vaux Park,B,1,E, Under Tree In Shade Just Outside Playground,Active
-73.92387868,40.63266361,yes,Fox Playground,B,1,C,S Metal Under Tree Out in Open Just Outside Playground,Active
-74.15489467,40.60692384,yes,Willowbrook Park,R,1,A, Near Ballfield,Active
-73.95789962,40.60446268,yes,Kelly Park,B,1,A, Out in Open,Active
-73.96802508,40.75181109,yes,Dag Hammarskjold Plaza,M,1,E,Wheelchair Out in Open,Active
-73.97709124,40.66339652,yes,Prospect Park,B,1,E,Wheelchair Out in Open In Playground,Active
-73.76971862,40.77330172,no,John Golden Park,Q,1,A, Near Ballfield,Active
-73.84941232,40.74093177,no,Flushing Meadows Corona Park,Q,1,D, In Playground,Active
-73.87622269,40.679433,no,City Line Park,B,1,C, In Shade Near Ballfield,Active
-73.87593103,40.8780185,no,Williamsbridge Oval,X,2,O,ther Out in Open,Active
-73.85295455,40.73621173,yes,Playground Sixty Two LXII,Q,1,C, Near Ballfield,Active
-74.19474445,40.56180333,yes,Freshkills Park,R,1,P,edestal Near Ballfield,Active
-73.75015576,40.74061089,no,Alley Pond Park,Q,1,A, Out in Open,Active
-73.96888152,40.78055636,yes,Central Park,M,1,E,Wheelchair Under Tree Out in Open,Active
-73.96063472,40.73010164,,WNYC Transmitter Park,B,1,T,rough Out in Open Just Outside Playground,Active
-73.92877309,40.8672465,no,Inwood Hill Park,M,1,B, In Playground,Active
-73.98857836,40.71219481,no,Little Flower Playground,M,1,A, Under Tree Just Outside Playground Near Ballfield,Active
-73.94698341,40.81223838,no,St. Nicholas Playground North,M,2,B,ottle Filler High Low Near Ballfield Under Tree Just Outside Playground,Active
-73.97153221,40.68894902,no,Edmonds Playground,B,1,C, Out in Open In Playground,Active
-73.79132387,40.86966187,no,Pelham Bay Park,X,1,C, Under Tree,Active
-73.85044688,40.74624861,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.76864162,40.73609736,no,Cunningham Park,Q,1,A, Out in Open Near Ballfield,Active
-74.11022937,40.64304857,yes,Walker Park,R,1,A, Near Ballfield,Active
-73.73492449,40.76213589,yes,Louis Pasteur Park,Q,1,A, In Playground,Active
-73.92637399,40.60649552,no,Marine Park,B,1,D, In Playground,Active
-73.93484302,40.82530296,yes,Harlem Lane Playground,M,1,A, Under Tree Near Ballfield Just Outside Playground,Active
-73.951319,40.79447917,no,Central Park,M,1,B, Out in Open,Active
-73.74243376,40.68855903,no,Cambria Playground,Q,1,C,S Concrete In Playground,Active
-73.93387377,40.67965569,no,Fulton Park,B,1,D,,Active
-73.87144485,40.76560679,no,East Elmhurst Playground,Q,1,D, Out in Open Just Outside Playground,Active
-73.74468191,40.59562736,no,Beach 9 Playground,Q,1,A, In Playground,Active
-73.90329276,40.83315674,no,Drew Playground,X,1,C, Just Outside Playground Out in Open,Active
-73.75693441,40.67393398,no,Montbellier Park,Q,2,F,High Low In Playground,Active
-73.96567923,40.78967091,yes,Central Park,M,2,E,Wheelchair Child In Playground,Active
-73.95871027,40.78431795,no,Central Park,M,1,O,ther Out in Open,Active
-73.85113045,40.70760185,yes,Forest Park,Q,2,E,High Low In Playground,Active
-73.97214881,40.6004972,yes,McDonald Playground,B,1,A, Out in Open,Active
-73.94897608,40.76919941,no,John Jay Park,M,1,C,S Concrete Out in Open,Active
-73.74119481,40.74196809,no,Alley Pond Park,Q,1,A, In Shade Just Outside Playground,Active
-73.80072518,40.85821797,yes,Pelham Bay Park,X,1,A, Near Ballfield,Active
-73.85462335,40.70237776,yes,Forest Park,Q,1,D, Near Ballfield,Active
-73.9593516,40.57505373,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.83999897,40.74459923,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.98668548,40.60791958,no,Seth Low Playground/ Bealin Square,B,2,F,High Low Out in Open,Active
-73.89358896,40.65404644,yes,Breukelen Ballfields,B,1,A, Under Tree Out in Open Near Ballfield,Active
-73.91098259,40.61240295,yes,Lindower Park,B,2,E,High Low Out in Open Just Outside Playground,Active
-73.98811396,40.68485349,yes,Nicholas Naquan Heyward Jr. Park,B,1,C, In Playground,Active
-74.10720055,40.61826863,,Clove Lakes Park,R,1,O,ther Near Ballfield,Active
-73.77358437,40.67498479,no,Rochdale Park,Q,1,A, Under Tree,Active
-73.84589339,40.74546499,yes,Flushing Meadows Corona Park,Q,1,A, Out in Open,Active
-73.90185665,40.83157159,no,Beatty Plaza,X,1,C, Under Tree In Shade,Active
-74.03484889,40.6403237,no,Owl's Head Park,B,1,E,Wheelchair Out in Open,Active
-73.87223463,40.81797658,no,Soundview Park,X,2,T,rough High Low Near Ballfield,Active
-73.98487309,40.70045156,yes,Bridge Park 3,B,1,A, Out in Open,Active
-73.85825124,40.70005152,no,Forest Park,Q,1,A, In Shade,Active
-73.89263376,40.87696554,no,Harris Park,X,1,D, Near Ballfield Out in Open,Active
-73.80955252,40.58502514,yes,Rockaway Beach Boardwalk,Q,1,D, Out in Open Just Outside Playground,Active
-74.07597009,40.64182023,no,Barrett Triangle,R,1,D, Out in Open,Active
-74.02009327,40.65239023,yes,Bush Terminal Park,B,1,E,Wheelchair Near Ballfield,Active
-73.94146167,40.82138179,yes,Renaissance Playground,M,1,A, Near Ballfield,Active
-73.90406953,40.66445297,yes,Van Dyke Playground,B,1,A, Under Tree In Shade,Active
-73.84890736,40.74313648,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.8205169,40.71850656,no,Judge Moses Weinstein Playground,Q,1,A, Near Ballfield,Active
-73.77179552,40.73524065,no,Cunningham Park,Q,1,A, Out in Open Near Ballfield,Active
-73.96132929,40.81855728,no,West Harlem Piers,M,1,O,ther Out in Open,Active
-73.72691452,40.68488879,no,Laurelton Parkway,Q,1,C, Out in Open,Active
-73.96770986,40.65098964,no,Parade Ground,B,2,B,ottle Filler High Low Under Tree Near Ballfield,Active
-73.8717537,40.83764685,no,Noble Playground,X,1,C, Near Ballfield,Active
-73.90124431,40.82602052,no,Behagen Playground,X,1,D, Out in Open Near Ballfield,Active
-73.89833648,40.6198605,no,Belt Parkway/Shore Parkway,B,1,D, Out in Open Near Ballfield,Active
-73.97216228,40.72520986,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Near Ballfield,Active
-73.9427419,40.82401769,yes,Jackie Robinson Park,M,1,A, In Shade Just Outside Playground,Active
-73.88783072,40.67080074,,Sutter Ballfields,B,1,A, Near Ballfield,Active
-74.00802778,40.67270687,yes,Red Hook Recreation Area,B,1,A, Out in Open,Active
-74.00511839,40.68432566,no,Mother Cabrini Park,B,1,A, In Playground,Active
-73.94881418,40.69722354,yes,Stockton Playground,B,1,A, Under Tree In Playground,Active
-74.08391609,40.63886926,yes,Liotti Ikefugi Playground,R,1,A, In Shade,Active
-73.87881497,40.81757771,no,Soundview Park,X,1,A, Near Ballfield,Active
-73.95071798,40.7998973,yes,Martin Luther King Jr. Playground,M,2,B,ottle Filler High Low Near Ballfield In Playground,Active
-73.95926554,40.79099635,no,Central Park,M,1,B, In Playground Out in Open,Active
-73.91610626,40.8854385,yes,Seton Park,X,1,A, Out in Open,Active
-73.89772826,40.82676732,yes,Rev J Polite Playground,X,1,A, In Playground,Active
-73.75850737,40.59916978,no,Grassmere Playground,Q,2,B,ottle Filler High Low Near Ballfield,Active
-73.8055418,40.58620069,no,Rockaway Beach Boardwalk,Q,1,A, Out in Open,Active
-73.7876822,40.7446954,yes,Kissena Corridor Park,Q,1,C, In Playground,Active
-74.00188408,40.71487722,yes,Thomas Paine Park,M,1,E,Wheelchair Out in Open,Active
-73.91169534,40.66422521,yes,Betsy Head Park,B,2,F,High Low Just Outside Playground,Active
-73.91399899,40.64924213,yes,Railroad Playground,B,1,C,S Concrete Out in Open In Playground,Active
-73.94059489,40.66239937,yes,Hamilton Metz Field,B,1,E,Wheelchair Out in Open,Active
-73.89409489,40.83909549,yes,Crotona Park,X,1,E,Wheelchair Dog Out in Open,Active
-73.94666789,40.59788153,yes,Galapo Playground,B,1,O,ther In Playground,Active
-73.88641265,40.74411284,,Frank D. O'Connor Playground,Q,1,D, Just Outside Playground,Active
-73.96893357,40.7894089,yes,Sol Bloom Playground,M,1,D, Near Ballfield In Playground,Active
-73.91357195,40.68166702,yes,Marion Hopkinson Playground,B,1,C, Under Tree In Shade,Active
-73.87851015,40.87772861,yes,Williamsbridge Oval,X,1,A, Just Outside Playground Under Tree,Active
-73.98672289,40.57240738,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.85482948,40.75548806,no,Hinton Park,Q,1,C, Near Ballfield,Active
-73.89665258,40.74234315,no,Crosson Green,Q,1,A, Out in Open,Active
-73.97805468,40.74025276,yes,Bellevue South Park,M,1,E,Wheelchair Dog In Playground,Active
-74.0000558,40.60899815,yes,Garibaldi Playground,B,1,D, Out in Open Just Outside Playground,Active
-73.93218539,40.85530991,yes,Gorman Park,M,1,E,Wheelchair Under Tree,Active
-74.0056088,40.67195826,no,Red Hook Recreation Area,B,1,A, Out in Open Near Ballfield,Active
-73.89937817,40.64654091,yes,100% Playground,B,1,A, Under Tree Out in Open In Shade Near Ballfield,Active
-73.89107844,40.65048657,no,Breukelen Ballfields,B,1,C, Out in Open Near Ballfield,Active
-73.98976448,40.66117749,no,Slope Park,B,1,D, In Playground,Active
-73.80093507,40.71564007,no,Joseph Austin Playground,Q,1,A, In Playground,Active
-73.90494026,40.86378086,no,Devoe Park,X,1,C, Out in Open In Playground,Active
-73.93942568,40.59821859,yes,Herman Dolgon Playground,B,1,C, In Playground,Active
-74.0942199,40.62682071,yes,Silver Lake Park,R,1,A, Under Tree,Active
-73.98157138,40.72566964,no,Tompkins Square Park,M,1,B, Under Tree Just Outside Playground,Active
-74.00279512,40.69370443,,Brooklyn Bridge Park,B,1,O,ther Out in Open,Active
-73.90613667,40.65593561,yes,Osborn Playground,B,1,D, Out in Open,Active
-74.00122646,40.73734333,yes,NYC AIDS Memorial Park at St. Vincent’s Triangle,M,1,E,Wheelchair Out in Open,Active
-73.94439435,40.78326493,yes,Stanley Isaacs Playground,M,1,C,S Concrete Out in Open,Active
-73.97701037,40.71281683,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Near Ballfield,Active
-73.86543695,40.73207419,yes,Lost Battalion Hall Recreation Center,Q,1,E,Wheelchair Under Tree,Active
-73.99775063,40.73154825,yes,Washington Square Park,M,1,E,Wheelchair Under Tree Just Outside Playground,Active
-73.95011025,40.7209331,no,McCarren Park,B,1,A, Under Tree In Playground,Active
-73.93922233,40.71879752,no,Frost Playground,B,1,C, Under Tree In Shade In Playground,Active
-73.8471401,40.76093416,no,Flushing Meadows Corona Park,Q,2,B, Under Tree,Active
-74.08306355,40.574242,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Near Ballfield,Active
-73.97764811,40.79360002,yes,Riverside Park,M,1,A, Just Outside Playground,Active
-73.92399684,40.79346132,no,Randall's Island Park,M,2,E,Wheelchair Child Near Ballfield,Active
-74.03627062,40.62683899,yes,Fort Hamilton Athletic Field,B,1,A, Near Ballfield,Active
-73.96444483,40.65989479,no,Prospect Park,B,1,B, Out in Open,Active
-74.0725951,40.62819033,no,Stapleton Esplanade,R,1,T,rough Out in Open,Active
-73.92298915,40.80006575,no,Randall's Island Park,M,1,P,edestal Out in Open,Active
-74.00396404,40.70618685,yes,Imagination Playground,M,2,E,Wheelchair Child Out in Open,Active
-73.89080259,40.87621864,no,Harris Park,X,1,D, Near Ballfield Out in Open,Active
-73.76080959,40.59252806,no,Beach 30th Street Playground,Q,1,D, In Playground,Active
-73.88258463,40.7197793,no,Juniper Valley Park,Q,1,E,Wheelchair Near Ballfield,Active
-73.8976764,40.8240174,yes,Horseshoe Playground,X,1,C, In Playground,Active
-73.90459858,40.72698174,no,Frank Principe Park,Q,1,A, Under Tree,Active
-73.91441286,40.67509168,yes,Saratoga Ballfields,B,1,F, Just Outside Playground,Active
-73.93567654,40.76227786,no,Ravenswood Playground,Q,1,A, In Playground,Active
-73.93458907,40.67415581,no,St. John's Recreation Center,B,1,E,Wheelchair Out in Open,Active
-73.96990722,40.64896342,no,Parade Ground,B,1,E,Wheelchair Out in Open,Active
-73.85926692,40.76226435,yes,Grand Central Parkway Extension,Q,1,B, Out in Open,Active
-73.82619448,40.58042325,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-73.80848167,40.68978653,no,Norelli-Hargreaves Playground,Q,1,A, Out in Open,Active
-74.01762954,40.62520542,no,McKinley Park,B,2,F,High Low Near Ballfield,Active
-73.97638599,40.76624328,no,Central Park,M,1,B, Out in Open,Active
-73.94584926,40.70100544,yes,Bartlett Playground,B,1,A, Under Tree Just Outside Playground,Active
-73.82771604,40.77051925,no,Colden Playground,Q,1,D, Near Ballfield,Active
-73.77629127,40.72868871,no,Cunningham Park,Q,1,C, Near Ballfield Out in Open,Active
-74.07800479,40.57867167,no,Franklin D. Roosevelt Boardwalk and Beach,R,2,E,Wheelchair Child Out in Open,Active
-73.97331675,40.73005177,yes,Murphy Brothers Playground,M,1,A, Just Outside Playground Near Ballfield,Active
-73.94016142,40.83162397,no,Highbridge Park,M,1,D, Under Tree In Playground,Active
-73.87167976,40.85840865,no,Bronx Park,X,1,A, Near Ballfield,Active
-74.09163387,40.56864764,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Under Tree,Active
-73.90550948,40.86349418,no,Devoe Park,X,1,D, Out in Open,Active
-73.99259463,40.76307689,no,Hell's Kitchen Park,M,1,C, Under Tree In Playground Near Ballfield,Active
-73.98115729,40.72024247,no,Hamilton Fish Park,M,1,B, In Playground,Active
-73.95131047,40.82323986,no,Alexander Hamilton Playground,M,1,D, Under Tree In Playground,Active
-73.90229796,40.65669558,no,Brownsville Playground,B,1,D, Near Ballfield Out in Open,Active
-73.89400367,40.86214059,yes,Bryan Park,X,1,E,Wheelchair Out in Open,Active
-73.90757561,40.77129606,yes,Ditmars Park,Q,1,A, In Playground,Active
-74.00379331,40.64766613,yes,Sunset Park,B,1,E,Wheelchair In Playground,Active
-73.83988417,40.74707379,no,Flushing Meadows Corona Park,Q,1,C, Out in Open,Active
-73.75809139,40.70023823,yes,Daniel M. O'Connell Playground,Q,1,D, Just Outside Playground,Active
-73.88842057,40.80584719,no,Barretto Point Park,X,1,C, In Shade,Active
-74.00146714,40.59704708,yes,Bensonhurst Park,B,1,A, Near Ballfield Out in Open,Active
-73.87794683,40.83428868,yes,Playground 174,X,1,A, In Playground Under Tree,Active
-73.97021425,40.60945798,,Colonel David Marcus Playground,B,1,C, Under Tree In Shade,Active
-73.76531336,40.7393359,,Cunningham Park,Q,1,A, In Playground Under Tree,Active
-73.89282578,40.89106892,yes,Van Cortlandt Park,X,1,D, Under Tree,Active
-73.95891246,40.76504993,no,St. Catherine's Park,M,1,E,Wheelchair Out in Open,Active
-73.96679287,40.78255068,yes,Central Park,M,1,E,Wheelchair Dog Out in Open,Active
-73.97523816,40.72535513,,Dry Dock Playground,M,1,A, Near Ballfield Just Outside Playground,Active
-73.72085486,40.74971618,yes,Castlewood Playground,Q,1,A, Out in Open,Active
-73.79030536,40.78962276,no,Little Bay Park,Q,1,C, Out in Open,Active
-73.84888312,40.74125044,no,Flushing Meadows Corona Park,Q,1,D, In Playground,Active
-73.88120636,40.88989062,,Van Cortlandt Park,X,1,A,,Active
-73.97910825,40.57313124,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.89068331,40.88518938,yes,Van Cortlandt Park,X,1,C,S Metal In Playground Under Tree,Active
-74.0397795,40.63142967,no,Shore Park and Parkway,B,1,E,Wheelchair Just Outside Playground,Active
-73.93456203,40.8073332,no,Harlem River Park,M,1,B, Near Ballfield Under Tree,Active
-73.95671533,40.80822603,no,Morningside Park,M,1,B, Near Ballfield,Active
-73.90939175,40.69214537,yes,Irving Square Park,B,1,E,Wheelchair Out in Open,Active
-73.97853357,40.67676929,no,Park Slope Playground,B,1,D, In Playground,Active
-74.02885313,40.61499007,no,John J Carty Park,B,1,A, In Playground,Active
-74.10638743,40.61852606,no,Clove Lakes Park,R,1,A, In Playground,Active
-74.01814036,40.70989226,yes,Battery Park City,M,1,O,ther Under Tree,Active
-74.0147265,40.70181716,no,The Battery,M,1,T,rough Under Tree,Active
-73.91243853,40.66348032,yes,Betsy Head Park,B,1,A, Out in Open,Active
-73.88424249,40.67766765,yes,Sperandeo Brothers Playground,B,2,E,Wheelchair Child Out in Open In Playground,Active
-73.87419005,40.67889237,no,City Line Park,B,1,C, Under Tree In Playground,Active
-73.9438047,40.67387898,yes,Brower Park,B,1,D, Out in Open,Active
-73.89862509,40.85743477,yes,Slattery Playground,X,1,A, Out in Open,Active
-73.90737764,40.85598568,no,Grand Playground,X,2,F,High Low Out in Open In Playground,Active
-73.74872234,40.74192488,no,Alley Pond Park,Q,1,A, Near Ballfield,Active
-73.74016082,40.74154916,no,Alley Pond Park,Q,1,A, Out in Open,Active
-73.83954454,40.88591344,no,Stars & Stripes Playground,X,1,C, Under Tree In Shade,Active
-73.94426913,40.68207627,yes,Potomac Playground,B,1,C,S Concrete In Playground,Active
-74.15486449,40.60560057,,Willowbrook Park,R,1,A, Near Ballfield,Active
-73.8975271,40.8407674,no,Crotona Park,X,1,A, Out in Open In Playground,Active
-73.9745978,40.66221567,no,Prospect Park,B,1,B, Out in Open Near Ballfield,Active
-73.83958837,40.690242,yes,Maurice A Fitzgerald Playground,Q,1,A, In Playground,Active
-73.99617808,40.5784537,no,Kaiser Park,B,1,C, Out in Open In Playground,Active
-73.97574,40.57349472,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.85043769,40.66470181,no,Harold Schneiderman Playground,Q,1,O,ther Just Outside Playground,Active
-73.97185761,40.80177439,no,Riverside Park,M,1,B, Under Tree Out in Open,Active
-73.93216995,40.80441402,no,Crack Is Wack Playground,M,1,D, Under Tree Near Ballfield,Active
-74.00586557,40.68270015,yes,Harold Ickes Playground,B,1,A, In Playground,Active
-73.96738303,40.67162886,yes,Mount Prospect Park,B,1,E,Wheelchair Out in Open,Active
